date,altitude_bin,temperature_c,rainfall_mm,snow_height_m
2022-02-19,2500-3000 m,-8.64345238095238,6.442857142857143,12.808154761904762
2022-02-19,3500-4000 m,-16.2,6.2,12.92125
2022-02-20,1000-1500 m,0.1875,0.0,1.5158333333333334
2022-02-20,2500-3000 m,-8.075595238095238,0.2,12.772678571428573
2022-02-20,3500-4000 m,-15.591666666666669,0.1,12.891666666666667
2022-02-21,1000-1500 m,-1.9458333333333335,22.7,1.5616666666666668
2022-02-21,2500-3000 m,-10.445238095238096,26.4,12.818690476190474
2022-02-21,3500-4000 m,-18.125,26.4,12.9275
2022-02-22,1000-1500 m,-1.3666666666666665,6.8,1.7074999999999998
2022-02-22,2500-3000 m,-10.92202380952381,11.62857142857143,12.979166666666666
2022-02-22,3500-4000 m,-18.516666666666666,11.4,13.047083333333331
2022-02-23,1000-1500 m,2.408333333333333,0.0,1.6720833333333331
2022-02-23,2500-3000 m,-6.139880952380952,0.2857142857142857,12.941964285714286
2022-02-23,3500-4000 m,-13.925,0.4,13.017916666666666
2022-02-24,1000-1500 m,0.3,0.5,1.6329166666666666
2022-02-24,2500-3000 m,-7.030952380952381,0.8428571428571429,12.897142857142857
2022-02-24,3500-4000 m,-14.966666666666669,0.8,12.984166666666669
2022-02-25,1000-1500 m,-2.9333333333333336,2.4000000000000004,1.6241666666666668
2022-02-25,2500-3000 m,-12.24404761904762,5.471428571428571,12.887619047619047
2022-02-25,3500-4000 m,-19.770833333333332,5.3,12.974583333333332
2022-02-26,1000-1500 m,-2.6666666666666665,0.5,1.60875
2022-02-26,2500-3000 m,-12.905952380952382,1.7428571428571429,12.875297619047618
2022-02-26,3500-4000 m,-20.0625,1.5,12.963333333333331
2022-02-27,1000-1500 m,-2.4250000000000003,0.0,1.585416666666667
2022-02-27,2500-3000 m,-10.05297619047619,0.0,12.852916666666667
2022-02-27,3500-4000 m,-17.429166666666667,0.0,12.945833333333333
2022-02-28,1000-1500 m,-0.9916666666666668,0.0,1.5691666666666668
2022-02-28,2500-3000 m,-8.503571428571428,0.0,12.83595238095238
2022-02-28,3500-4000 m,-16.129166666666666,0.0,12.933333333333332
2022-03-01,1000-1500 m,0.4499999999999999,0.0,1.55375
2022-03-01,2500-3000 m,-7.69702380952381,0.0,12.820059523809524
2022-03-01,3500-4000 m,-15.279166666666669,0.0,12.920833333333334
2022-03-02,1000-1500 m,2.091666666666667,0.0,1.5366666666666668
2022-03-02,2500-3000 m,-6.053571428571429,0.2,12.805238095238094
2022-03-02,3500-4000 m,-13.570833333333333,0.2,12.908333333333331
2022-03-03,1000-1500 m,1.0583333333333331,0.1,1.5208333333333333
2022-03-03,2500-3000 m,-8.642261904761906,0.1571428571428571,12.788452380952382
2022-03-03,3500-4000 m,-15.8875,0.2,12.89625
2022-03-04,1000-1500 m,-4.891666666666667,0.0,1.5041666666666669
2022-03-04,2500-3000 m,-13.769642857142856,0.0857142857142857,12.77125
2022-03-04,3500-4000 m,-21.4375,0.0,12.882916666666668
2022-03-05,1000-1500 m,-5.820833333333333,0.0,1.487083333333333
2022-03-05,2500-3000 m,-14.94940476190476,0.0,12.756309523809524
2022-03-05,3500-4000 m,-22.425,0.0,12.871249999999998
2022-03-06,1000-1500 m,-7.3375,0.0,1.4754166666666666
2022-03-06,2500-3000 m,-15.80714285714286,0.0,12.74297619047619
2022-03-06,3500-4000 m,-23.683333333333337,0.0,12.860833333333332
2022-03-07,1000-1500 m,-4.7749999999999995,0.0,1.46375
2022-03-07,2500-3000 m,-11.37857142857143,0.0,12.732857142857144
2022-03-07,3500-4000 m,-19.675,0.0,12.851666666666668
2022-03-08,1000-1500 m,-1.8875,0.0,1.45375
2022-03-08,2500-3000 m,-8.982738095238094,0.0,12.722499999999998
2022-03-08,3500-4000 m,-16.870833333333334,0.0,12.844166666666666
2022-03-09,1000-1500 m,-0.5416666666666666,0.0,1.4429166666666664
2022-03-09,2500-3000 m,-7.5875,0.0,12.713214285714288
2022-03-09,3500-4000 m,-15.458333333333334,0.0,12.83625
2022-03-10,1000-1500 m,0.8958333333333334,0.0,1.4320833333333332
2022-03-10,2500-3000 m,-6.033333333333333,0.0,12.702321428571432
2022-03-10,3500-4000 m,-14.166666666666666,0.0,12.828333333333331
2022-03-11,1000-1500 m,-3.2874999999999996,0.0,1.4208333333333334
2022-03-11,2500-3000 m,-11.204166666666666,0.0,12.692083333333333
2022-03-11,3500-4000 m,-19.058333333333337,0.0,12.82
2022-03-12,1000-1500 m,-4.104166666666667,0.3,1.4166666666666667
2022-03-12,2500-3000 m,-10.838690476190475,0.2857142857142857,12.682678571428571
2022-03-12,3500-4000 m,-18.454166666666666,0.1,12.816666666666668
2022-03-13,1000-1500 m,-3.6958333333333337,0.1,1.405833333333333
2022-03-13,2500-3000 m,-10.041666666666666,0.2428571428571428,12.669166666666667
2022-03-13,3500-4000 m,-17.9375,0.2,12.808333333333335
2022-03-14,1000-1500 m,-1.554166666666667,0.6000000000000001,1.4075
2022-03-14,2500-3000 m,-8.201190476190476,0.8285714285714286,12.667321428571428
2022-03-14,3500-4000 m,-16.1875,0.5,12.807916666666666
2022-03-15,1000-1500 m,0.7999999999999999,5.4,1.4395833333333332
2022-03-15,2500-3000 m,-4.2178571428571425,6.3999999999999995,12.67875
2022-03-15,3500-4000 m,-12.466666666666669,5.1,12.825833333333334
2022-03-16,1000-1500 m,7.745833333333334,0.0,1.4295833333333332
2022-03-16,2500-3000 m,1.1333333333333333,0.0,12.668988095238095
2022-03-16,3500-4000 m,-6.2250000000000005,0.0,12.819166666666668
2022-03-17,1000-1500 m,6.270833333333333,0.0,1.4066666666666665
2022-03-17,2500-3000 m,-1.111309523809524,0.0,12.652202380952378
2022-03-17,3500-4000 m,-8.904166666666667,0.0,12.804583333333332
2022-03-18,1000-1500 m,2.875,0.0,1.3766666666666667
2022-03-18,2500-3000 m,-4.017857142857143,0.4428571428571428,12.631904761904764
2022-03-18,3500-4000 m,-12.041666666666666,0.1,12.78625
2022-03-19,1000-1500 m,1.5125,0.0,1.346666666666667
2022-03-19,2500-3000 m,-5.908928571428571,0.3142857142857143,12.611785714285714
2022-03-19,3500-4000 m,-13.845833333333331,0.0,12.767916666666666
2022-03-20,1000-1500 m,-1.875,0.0,1.325416666666667
2022-03-20,2500-3000 m,-9.264880952380953,0.0142857142857142,12.595178571428573
2022-03-20,3500-4000 m,-17.270833333333332,0.0,12.754583333333334
2022-03-21,1000-1500 m,-0.2791666666666667,0.0,1.3083333333333331
2022-03-21,2500-3000 m,-8.32202380952381,0.0,12.584642857142857
2022-03-21,3500-4000 m,-16.208333333333332,0.0,12.745416666666666
2022-03-22,1000-1500 m,1.3708333333333331,0.0,1.2954166666666669
2022-03-22,2500-3000 m,-7.244047619047619,0.0,12.573511904761904
2022-03-22,3500-4000 m,-15.0,0.0,12.73625
2022-03-23,1000-1500 m,3.2416666666666667,0.0,1.2858333333333334
2022-03-23,2500-3000 m,-5.276190476190477,0.0,12.566369047619048
2022-03-23,3500-4000 m,-12.833333333333334,0.0,12.729166666666666
2022-03-24,1000-1500 m,4.354166666666667,0.0,1.2754166666666666
2022-03-24,2500-3000 m,-3.920238095238095,0.0,12.557380952380951
2022-03-24,3500-4000 m,-11.5875,0.0,12.72
2022-03-25,1000-1500 m,4.458333333333333,0.0,1.26
2022-03-25,2500-3000 m,-4.292857142857143,0.0,12.54922619047619
2022-03-25,3500-4000 m,-11.820833333333333,0.0,12.7125
2022-03-26,1000-1500 m,4.4624999999999995,0.0,1.2416666666666667
2022-03-26,2500-3000 m,-4.910119047619048,0.0,12.539642857142857
2022-03-26,3500-4000 m,-12.1375,0.0,12.707083333333337
2022-03-27,1000-1500 m,4.958333333333333,0.0,1.2204166666666667
2022-03-27,2500-3000 m,-3.566071428571429,0.0,12.528214285714286
2022-03-27,3500-4000 m,-10.866666666666667,0.0,12.69875
2022-03-28,1000-1500 m,4.895833333333333,0.0,1.195
2022-03-28,2500-3000 m,-2.870833333333333,0.0,12.518214285714285
2022-03-28,3500-4000 m,-10.479166666666666,0.0,12.688333333333333
2022-03-29,1000-1500 m,4.383333333333334,0.1,1.1649999999999998
2022-03-29,2500-3000 m,-3.811309523809524,0.6571428571428571,12.504523809523809
2022-03-29,3500-4000 m,-11.329166666666666,0.2,12.67625
2022-03-30,1000-1500 m,2.733333333333333,0.4,1.1570833333333332
2022-03-30,2500-3000 m,-5.178571428571429,1.1857142857142855,12.501845238095235
2022-03-30,3500-4000 m,-12.558333333333332,0.6000000000000001,12.6725
2022-03-31,1000-1500 m,2.3625000000000003,8.6,1.1829166666666666
2022-03-31,2500-3000 m,-5.925595238095239,9.757142857142856,12.521607142857144
2022-03-31,3500-4000 m,-13.366666666666667,10.7,12.685833333333331
2022-04-01,1000-1500 m,-1.7,6.3,1.2554166666666666
2022-04-01,2500-3000 m,-10.475,11.6,12.59702380952381
2022-04-01,3500-4000 m,-18.116666666666667,9.7,12.74
2022-04-02,1000-1500 m,-4.570833333333334,1.6,1.33625
2022-04-02,2500-3000 m,-13.420238095238094,4.828571428571429,12.67434523809524
2022-04-02,3500-4000 m,-21.116666666666667,4.1000000000000005,12.798333333333334
2022-04-03,1000-1500 m,-3.5208333333333335,0.0,1.3500000000000003
2022-04-03,2500-3000 m,-12.495833333333334,0.1428571428571428,12.69113095238095
2022-04-03,3500-4000 m,-20.191666666666663,0.1,12.81
2022-04-04,1000-1500 m,-1.9416666666666669,0.0,1.3416666666666668
2022-04-04,2500-3000 m,-10.738095238095235,0.0,12.682916666666667
2022-04-04,3500-4000 m,-18.375,0.0,12.802083333333334
2022-04-05,1000-1500 m,2.1750000000000003,0.5,1.336666666666667
2022-04-05,2500-3000 m,-5.617261904761905,0.7428571428571429,12.674166666666668
2022-04-05,3500-4000 m,-13.254166666666668,0.9,12.7975
2022-04-06,1000-1500 m,1.8208333333333335,0.4,1.33
2022-04-06,2500-3000 m,-5.616666666666666,1.7571428571428571,12.66809523809524
2022-04-06,3500-4000 m,-13.2125,1.7,12.79
2022-04-07,1000-1500 m,2.6333333333333333,24.2,1.362083333333333
2022-04-07,2500-3000 m,-5.233928571428572,20.25714285714286,12.702083333333333
2022-04-07,3500-4000 m,-12.933333333333332,21.5,12.8175
2022-04-08,1000-1500 m,2.8625000000000003,11.7,1.4545833333333331
2022-04-08,2500-3000 m,-3.7166666666666663,14.542857142857144,12.792916666666668
2022-04-08,3500-4000 m,-11.716666666666669,14.3,12.890416666666669
2022-04-09,1000-1500 m,-1.2625,7.5,1.4979166666666668
2022-04-09,2500-3000 m,-10.301785714285716,14.542857142857144,12.843809523809524
2022-04-09,3500-4000 m,-17.891666666666666,15.7,12.923333333333332
2022-04-10,1000-1500 m,-0.3041666666666666,0.1,1.515
2022-04-10,2500-3000 m,-10.50297619047619,0.3,12.866071428571429
2022-04-10,3500-4000 m,-18.141666666666666,0.3,12.93625
2022-04-11,1000-1500 m,3.2624999999999997,0.0,1.497083333333333
2022-04-11,2500-3000 m,-2.4904761904761905,0.0,12.846904761904764
2022-04-11,3500-4000 m,-11.270833333333334,0.0,12.923333333333332
2022-04-12,1000-1500 m,5.8999999999999995,0.0,1.4804166666666667
2022-04-12,2500-3000 m,1.343452380952381,0.0,12.82738095238095
2022-04-12,3500-4000 m,-7.783333333333334,0.0,12.90875
2022-04-13,1000-1500 m,7.625,0.0,1.4529166666666666
2022-04-13,2500-3000 m,0.8154761904761905,0.0285714285714285,12.803511904761905
2022-04-13,3500-4000 m,-7.283333333333334,0.0,12.89125
2022-04-14,1000-1500 m,8.245833333333334,0.0,1.4083333333333332
2022-04-14,2500-3000 m,0.5244047619047618,0.0,12.773214285714284
2022-04-14,3500-4000 m,-7.083333333333333,0.0,12.864583333333334
2022-04-15,1000-1500 m,6.3,0.0,1.3579166666666669
2022-04-15,2500-3000 m,-1.063095238095238,0.0285714285714285,12.737976190476193
2022-04-15,3500-4000 m,-8.7125,0.0,12.832916666666668
2022-04-16,1000-1500 m,4.195833333333334,0.0,1.3104166666666668
2022-04-16,2500-3000 m,-3.7285714285714286,0.0,12.70297619047619
2022-04-16,3500-4000 m,-11.095833333333331,0.0,12.799583333333333
2022-04-17,1000-1500 m,6.0874999999999995,0.0,1.2695833333333333
2022-04-17,2500-3000 m,-2.081547619047619,0.0,12.671488095238097
2022-04-17,3500-4000 m,-9.954166666666667,0.0,12.770416666666668
2022-04-18,1000-1500 m,4.258333333333334,0.0,1.2291666666666667
2022-04-18,2500-3000 m,-4.213095238095238,0.0,12.643630952380953
2022-04-18,3500-4000 m,-11.558333333333332,0.0,12.743333333333334
2022-04-19,1000-1500 m,4.883333333333334,0.0,1.1895833333333332
2022-04-19,2500-3000 m,-4.039285714285715,0.0,12.61654761904762
2022-04-19,3500-4000 m,-11.1875,0.0,12.718333333333334
2022-04-20,1000-1500 m,3.1125000000000003,0.1,1.1495833333333332
2022-04-20,2500-3000 m,-3.7470238095238098,0.6142857142857142,12.587916666666668
2022-04-20,3500-4000 m,-11.258333333333333,0.9,12.690416666666666
2022-04-21,1000-1500 m,3.1374999999999997,0.0,1.1145833333333333
2022-04-21,2500-3000 m,-3.9476190476190474,0.0857142857142857,12.562440476190476
2022-04-21,3500-4000 m,-11.8125,0.0,12.66875
2022-04-22,1000-1500 m,5.804166666666667,0.0,1.075
2022-04-22,2500-3000 m,-1.9202380952380953,0.5571428571428572,12.536309523809525
2022-04-22,3500-4000 m,-9.5,0.6000000000000001,12.64125
2022-04-23,1000-1500 m,3.775,17.6,1.0795833333333331
2022-04-23,2500-3000 m,-2.9214285714285713,14.62857142857143,12.531130952380952
2022-04-23,3500-4000 m,-10.629166666666666,13.6,12.642916666666666
2022-04-24,1000-1500 m,2.654166666666667,3.2,1.2225
2022-04-24,2500-3000 m,-4.604761904761905,7.828571428571428,12.60357142857143
2022-04-24,3500-4000 m,-12.329166666666666,5.7,12.730416666666668
2022-04-25,1000-1500 m,4.183333333333334,3.2,1.2554166666666666
2022-04-25,2500-3000 m,-3.3660714285714284,11.842857142857143,12.661964285714284
2022-04-25,3500-4000 m,-11.054166666666667,9.4,12.772083333333333
2022-04-26,1000-1500 m,2.875,6.6,1.25
2022-04-26,2500-3000 m,-5.125,6.371428571428572,12.66952380952381
2022-04-26,3500-4000 m,-12.675,7.5,12.772083333333333
2022-04-27,1000-1500 m,3.5541666666666667,0.0,1.2275
2022-04-27,2500-3000 m,-4.105952380952381,0.0,12.659642857142856
2022-04-27,3500-4000 m,-11.695833333333333,0.0,12.759583333333332
2022-04-28,1000-1500 m,5.8374999999999995,0.0,1.1958333333333333
2022-04-28,2500-3000 m,-1.8714285714285712,0.0,12.637321428571427
2022-04-28,3500-4000 m,-9.483333333333333,0.0,12.736666666666666
2022-04-29,1000-1500 m,6.445833333333333,0.0,1.1554166666666663
2022-04-29,2500-3000 m,-0.6136904761904762,0.0285714285714285,12.611547619047618
2022-04-29,3500-4000 m,-8.266666666666667,0.0,12.71
2022-04-30,1000-1500 m,4.816666666666666,6.8,1.127916666666667
2022-04-30,2500-3000 m,-3.624404761904762,7.285714285714286,12.599642857142856
2022-04-30,3500-4000 m,-11.175,7.0,12.695416666666668
2022-05-01,1000-1500 m,3.4,0.0,1.1029166666666668
2022-05-01,2500-3000 m,-4.789880952380953,0.0,12.59845238095238
2022-05-01,3500-4000 m,-12.3375,0.0,12.686666666666667
2022-05-02,1000-1500 m,4.520833333333333,0.0,1.0620833333333335
2022-05-02,2500-3000 m,-3.6184523809523808,0.0,12.576369047619048
2022-05-02,3500-4000 m,-10.9625,0.0,12.660833333333334
2022-05-03,1000-1500 m,5.529166666666666,1.6,1.0320833333333332
2022-05-03,2500-3000 m,-2.373214285714286,3.0571428571428574,12.556666666666668
2022-05-03,3500-4000 m,-9.929166666666667,3.1,12.644166666666669
2022-05-04,1000-1500 m,5.633333333333333,0.1,1.00875
2022-05-04,2500-3000 m,-2.2029761904761904,3.1999999999999997,12.54279761904762
2022-05-04,3500-4000 m,-9.808333333333334,3.1,12.629583333333334
2022-05-05,1000-1500 m,4.629166666666666,4.6,1.0358333333333334
2022-05-05,2500-3000 m,-2.818452380952381,5.3999999999999995,12.559702380952382
2022-05-05,3500-4000 m,-10.6125,5.5,12.644583333333332
2022-05-06,1000-1500 m,6.625,0.6000000000000001,1.0770833333333334
2022-05-06,2500-3000 m,-1.525,2.0714285714285716,12.583392857142854
2022-05-06,3500-4000 m,-9.358333333333333,1.7000000000000002,12.665416666666667
2022-05-07,1000-1500 m,7.55,0.4,1.0458333333333334
2022-05-07,2500-3000 m,-0.6845238095238095,0.5857142857142857,12.56434523809524
2022-05-07,3500-4000 m,-8.533333333333333,0.7000000000000001,12.645833333333334
2022-05-08,1000-1500 m,7.529166666666666,0.0,1.01
2022-05-08,2500-3000 m,-0.2755952380952381,0.4714285714285714,12.539464285714288
2022-05-08,3500-4000 m,-8.041666666666666,0.7,12.620416666666666
2022-05-09,1000-1500 m,7.775,0.6,0.965
2022-05-09,2500-3000 m,0.0559523809523809,1.4142857142857144,12.508392857142857
2022-05-09,3500-4000 m,-7.691666666666666,1.9,12.589999999999998
2022-05-10,1000-1500 m,9.366666666666667,0.0,0.91125
2022-05-10,2500-3000 m,1.844642857142857,0.0,12.473214285714286
2022-05-10,3500-4000 m,-5.491666666666667,0.0,12.555416666666666
2022-05-11,1000-1500 m,11.9375,0.0,0.8520833333333333
2022-05-11,2500-3000 m,4.152380952380953,0.0,12.436428571428571
